SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.040177767,59,0,0.003332778,6000.0,2,0,0,0,0.0
0,0.664529838,82,1,0.653724379,6000.0,11,0,0,0,0.0
0,0.064835195,56,2,0.197624587,8166.0,10,0,1,0,0.0
0,0.637362002,48,0,0.203908937,18316.0,17,0,1,1,3.0
1,0.242342832,53,0,0.365066876,10167.0,13,0,2,0,4.0
0,0.160288327,63,0,0.151761518,10700.0,7,0,2,0,1.0
0,0.216677672,32,0,0.189318726,2920.0,6,0,0,0,1.0
0,0.0,41,1,1648.0,,7,0,1,0,0.0
0,0.443944541,65,1,0.662545192,13829.0,19,0,3,0,1.0
0,0.071677893,66,0,0.082049792,10322.0,10,0,0,0,0.0
0,0.596042618,51,0,0.509932904,7600.0,8,0,2,0,2.0
0,0.9999999,31,0,0.377983064,2597.0,3,0,0,0,0.0
0,0.369610215,37,0,3287.0,,13,0,2,0,2.0
0,0.012561715,32,0,0.136271061,5400.0,8,0,0,0,0.0
0,0.321368229,42,0,0.39186572,4646.0,5,0,1,0,2.0
0,0.011262565,42,0,0.49590082,5000.0,10,0,1,0,2.0
0,0.010916485,75,0,113.0,,5,0,0,0,0.0
0,0.0,39,0,0.195527679,11000.0,6,0,2,0,2.0
0,0.143938104,58,0,0.58260206,2620.0,7,0,2,0,2.0
0,0.024958003,89,0,9.0,,2,0,0,0,0.0
0,0.244637554,63,0,0.422681092,15157.0,11,0,2,0,0.0
0,0.007001374,73,0,0.007364545,1900.0,12,0,0,0,0.0
0,0.9999999,21,98,0.0,,0,98,0,98,
0,0.000729433,63,0,1429.0,,18,0,1,0,0.0
0,0.444146833,51,0,0.390490075,8916.0,12,0,2,0,0.0
0,0.000249988,56,0,5751.0,,16,0,3,0,0.0
0,0.971929064,37,0,0.587934674,9000.0,19,0,2,0,4.0
0,0.011055404,44,0,0.241050853,6508.0,13,0,2,0,3.0
0,0.008345852,46,0,0.12371907,4000.0,13,0,1,0,1.0
0,0.9999999,61,0,5944.0,,6,0,2,0,0.0
0,0.795253796,62,2,1880.0,,14,1,0,0,0.0
0,0.23715616,72,0,0.329949875,15959.0,25,0,2,0,1.0
0,0.05111846,40,0,0.287579114,7583.0,9,0,1,0,1.0
0,0.012236873,46,0,1189.0,,6,0,1,0,0.0
0,0.013650987,86,0,4.0,,2,0,0,0,
0,0.31555128,62,0,697.0,,8,0,0,0,0.0
0,0.660821412,57,0,0.615835777,3750.0,8,0,1,0,1.0
0,0.215421273,88,0,0.303262956,4167.0,5,0,1,0,0.0
0,0.027102089,46,0,0.280879954,19000.0,9,0,2,0,1.0
0,0.0,66,0,0.0,,3,0,0,0,0.0
0,0.270052198,45,0,0.249021143,16600.0,13,0,2,0,0.0
1,0.9999999,26,0,0.105526243,3600.0,2,1,0,0,0.0
0,0.031039321,81,0,0.011836914,2280.0,3,0,0,0,0.0
0,0.165977203,49,0,0.487172706,3780.0,9,0,1,0,2.0
0,0.177512447,67,0,0.497113083,7100.0,25,0,3,0,1.0
0,0.006705751,69,0,0.166483063,7261.0,5,0,2,0,0.0
0,0.043102995,43,0,2810.0,,6,0,1,0,0.0
0,0.232688366,41,0,2186.0,0.0,5,0,1,0,0.0
0,0.004138572,42,1,2209.0,,20,0,1,0,3.0
0,0.021404605,34,0,0.571584401,11000.0,11,0,3,0,0.0
0,0.221250481,73,3,0.389370933,3687.0,8,0,0,0,0.0
0,1.209302326,49,0,10.0,,1,0,0,0,0.0
0,0.006224589,69,0,0.253087493,5748.0,8,0,1,0,0.0
0,0.9999999,32,0,0.078588613,3740.0,1,0,0,0,0.0
0,0.048073798,74,0,0.071315372,4416.0,2,0,0,0,0.0
0,0.08423334,56,0,0.243399469,6400.0,14,0,1,0,1.0
0,0.519931802,67,0,0.261601456,2197.0,5,0,0,0,0.0
0,0.245528275,81,0,0.15133438,3184.0,3,0,0,0,0.0
0,0.010199709,86,0,0.252279635,4605.0,11,0,1,0,0.0
0,0.611391151,79,0,0.420574337,2750.0,15,0,0,0,1.0
0,0.327198957,30,0,0.204819277,5394.0,3,0,0,0,2.0
0,0.079293011,69,0,0.203197868,1500.0,2,0,0,0,0.0
0,0.54102849,46,0,0.176260534,7000.0,8,0,1,0,4.0
0,0.229096363,34,0,0.054800575,9050.0,3,0,0,0,3.0
0,0.031093837,51,0,785.0,,3,0,1,0,0.0
0,0.164489534,48,0,0.625916544,7500.0,10,0,1,0,2.0
0,0.65391976,56,0,0.432160194,8239.0,11,0,2,0,0.0
0,0.116782278,44,0,2001.0,,13,0,1,1,1.0
0,0.449394869,51,0,0.674358501,5416.0,14,0,3,0,2.0
0,0.085249728,34,0,0.627364028,7666.0,11,0,2,0,0.0
0,0.011423107,58,0,0.168232558,21499.0,13,0,2,0,2.0
0,0.007909158,89,0,0.000774144,5166.0,2,0,0,0,0.0
0,0.497635623,72,3,0.347034645,5108.0,14,0,1,1,0.0
0,0.086431075,68,0,207.0,,8,0,0,0,0.0
0,0.0,57,0,0.0,7901.0,3,0,0,0,0.0
0,0.616923765,40,0,43843.0,,14,0,1,0,0.0
0,0.10848192,61,0,0.751006711,1489.0,4,0,2,0,0.0
0,0.018892813,34,0,0.369651522,6800.0,8,0,2,0,0.0
0,0.069148271,63,0,0.321077246,6200.0,19,0,1,0,1.0
0,0.0,51,0,1579.0,,4,0,2,0,0.0
0,0.304303797,41,0,0.311334133,9166.0,10,0,2,0,2.0
0,0.035643078,27,0,0.368850492,4166.0,9,0,1,0,0.0
0,0.317771061,48,0,0.253143463,6600.0,17,0,1,0,1.0
0,0.230381322,47,0,2737.0,,9,0,3,0,0.0
0,0.854626002,61,0,0.821029828,6000.0,21,0,2,0,0.0
0,0.060791732,64,0,0.139513218,8586.0,8,0,1,0,0.0
0,0.9999999,28,0,0.221467391,2943.0,1,0,0,0,0.0
0,0.9999999,39,0,0.074168333,5500.0,3,1,0,0,1.0
0,0.036136134,65,0,0.012158055,6250.0,6,0,0,0,1.0
0,0.394904204,32,0,4.884368308,1400.0,8,0,3,0,1.0
0,0.051881082,34,0,0.43091515,3900.0,7,0,1,0,3.0
0,0.569167476,29,0,0.453109378,5000.0,12,0,1,0,0.0
0,0.023861797,50,1,707.0,,17,0,0,0,0.0
0,0.059075408,72,0,0.422995781,6635.0,10,0,2,0,1.0
0,0.268150646,55,0,3406.0,,7,0,2,0,1.0
0,0.000384468,52,0,545.0,,5,0,0,0,0.0
0,0.9999999,23,0,0.0,,1,0,0,0,0.0
0,0.863470446,52,0,40.03096903,1000.0,10,0,0,0,0.0
0,0.9999999,26,0,0.13462669,1700.0,2,0,0,0,0.0
0,0.00819959,73,0,595.0,,2,0,1,0,0.0
0,0.04519774,65,0,0.33863112,3900.0,3,0,2,0,0.0
0,0.625696469,50,3,0.55618104,4440.0,12,0,2,0,2.0
0,0.123375325,43,0,0.397283531,5300.0,9,0,2,0,3.0
0,0.282494112,54,1,0.405708282,5710.0,20,0,2,0,0.0
0,0.348536115,68,0,0.221955609,5000.0,14,0,1,0,0.0
0,0.078515888,71,0,622.0,,4,0,0,0,0.0
0,0.366469275,33,0,0.038622129,2873.0,4,0,0,0,3.0
0,0.403305324,33,0,0.302261191,4333.0,7,0,2,0,2.0
0,0.538922156,38,1,0.108753316,4900.0,11,0,0,0,0.0
0,0.0,64,0,0.126830697,3413.0,8,0,0,0,1.0
0,0.140673621,52,0,0.293582493,12200.0,14,0,1,0,1.0
0,0.982144133,47,1,0.795074559,4425.0,9,0,2,0,3.0
0,0.006122044,68,0,0.382323535,5000.0,13,0,2,0,0.0
0,0.0,40,0,0.0,5800.0,2,0,0,0,0.0
0,0.024262571,35,0,0.568848758,3100.0,10,0,2,0,1.0
0,0.0,51,0,0.339732054,5000.0,8,0,1,0,0.0
0,0.402752981,85,0,0.181048174,11333.0,16,0,0,0,1.0
0,0.042149246,55,0,0.065189048,2300.0,11,0,0,0,0.0
0,0.749298602,66,0,1764.0,,5,0,1,0,0.0
0,0.953463007,53,0,0.619147817,1900.0,10,0,0,0,1.0
0,0.04164546,74,0,0.249685195,5558.0,7,0,1,0,1.0
0,0.772287863,65,0,0.583640189,3801.0,13,0,2,0,1.0
0,0.009514332,74,0,0.125057683,2166.0,10,0,0,0,0.0
0,0.086398766,89,0,0.320081918,8300.0,10,0,1,0,1.0
0,0.158100873,57,0,0.214729911,8200.0,8,0,1,0,3.0
0,0.003389716,47,1,0.373207926,10950.0,15,0,2,0,1.0
0,0.015771753,46,0,0.188958122,6900.0,4,0,1,0,1.0
0,0.000699276,41,0,0.0,4583.0,4,0,0,0,0.0
0,0.393830078,37,0,0.637470847,3858.0,8,0,1,0,1.0
0,0.841219201,60,0,0.867939229,7700.0,17,0,2,0,0.0
0,0.789012411,34,0,0.471173544,6833.0,11,0,2,0,1.0
0,0.021956507,52,0,0.355888551,4270.0,3,0,1,0,2.0
0,0.227237413,40,0,0.434094318,6000.0,7,0,2,0,1.0
0,0.971772304,32,1,0.481253605,5200.0,10,0,1,0,1.0
0,0.035262736,64,0,0.679288848,4330.0,15,0,1,0,0.0
0,0.025748713,51,0,0.070704185,7000.0,3,0,0,0,2.0
1,0.9999999,58,1,444.0,,1,2,1,0,0.0
0,0.532873356,68,0,0.098578492,3235.0,2,0,0,0,0.0
0,0.200305518,61,0,0.284171076,9071.0,19,0,2,0,1.0
0,1.641196013,37,0,0.119063849,4400.0,4,1,0,2,2.0
0,0.9999999,27,0,0.0,,2,0,0,0,
0,0.000199987,67,0,686.0,,4,0,1,0,0.0
0,0.32135679,56,0,1249.0,,9,0,1,0,1.0
0,0.158936765,46,0,0.194805195,8700.0,11,0,2,0,1.0
0,0.893003344,48,0,0.295769079,10115.0,6,0,1,0,3.0
0,0.05968851,76,0,0.282181539,10432.0,20,0,2,0,0.0
0,0.093361904,39,0,0.023995201,5000.0,10,0,0,0,0.0
0,0.247048297,55,0,1.255310287,2400.0,15,0,1,0,1.0
0,0.218781219,25,0,0.123211814,4333.0,2,0,0,0,0.0
0,0.622399581,81,0,0.415411278,7500.0,10,0,1,0,0.0
0,0.083879064,46,0,0.052649117,3000.0,4,0,0,0,3.0
0,0.9999999,27,0,0.098644746,4500.0,3,0,0,0,0.0
0,0.28127187,49,0,1.022279349,3500.0,25,0,2,0,0.0
0,0.48166072,57,0,0.397631134,6500.0,8,0,1,0,0.0
0,0.017900987,82,0,0.009177319,3050.0,7,0,0,0,0.0
0,0.8995149,58,0,0.74285143,5000.0,5,1,1,0,1.0
0,0.0,29,0,0.416233507,2500.0,8,0,1,0,0.0
0,0.04330325,37,0,0.184763047,5000.0,10,0,1,0,2.0
0,0.9999999,29,1,0.0199984,12500.0,5,1,0,0,3.0
0,0.711791779,44,0,0.423144214,4000.0,6,0,1,0,1.0
0,0.051603301,69,1,0.48056311,6250.0,11,0,1,0,0.0
0,0.9999999,67,0,729.0,,2,0,1,0,0.0
0,0.0,40,0,0.191472114,6167.0,4,0,0,0,0.0
0,0.9999999,63,0,783.0,,8,0,1,0,3.0
0,0.68217069,38,0,0.437899048,8300.0,10,0,2,0,3.0
0,0.033242698,59,0,0.536272751,3900.0,8,0,2,0,2.0
0,0.008672584,45,0,0.263520157,3050.0,5,0,0,0,2.0
0,0.001412403,44,0,0.177039491,11166.0,6,0,1,0,1.0
0,0.0151379,74,0,455.0,,10,0,0,0,0.0
0,0.042192224,64,0,0.68707483,9260.0,26,0,3,0,0.0
0,0.179849103,45,0,0.308615311,4166.0,7,0,2,0,0.0
0,0.639145584,29,1,0.251874479,3600.0,4,0,0,0,0.0
0,0.331933172,46,0,0.542976211,5758.0,14,0,2,0,0.0
0,0.183979933,47,0,0.398360164,10000.0,33,0,3,0,1.0
0,0.127924628,50,0,0.315336933,5000.0,12,0,1,0,4.0
0,0.103964388,51,0,0.347301329,7373.0,3,0,1,0,0.0
0,0.256316525,25,0,0.038167939,1833.0,2,0,0,0,0.0
0,0.9999999,42,0,536.0,,1,1,0,0,0.0
1,0.000352927,73,0,0.214317943,6648.0,14,1,0,0,0.0
0,0.738372888,47,0,0.768149151,9600.0,13,0,3,0,3.0
0,0.9999999,66,0,193.0,,2,0,1,0,1.0
0,0.26542555,66,0,0.792939199,3568.0,12,0,2,0,0.0
0,0.05455744,69,0,0.202587474,3400.0,17,0,0,0,1.0
0,0.008898642,63,0,0.013623297,8000.0,17,0,0,0,2.0
0,0.157373458,44,1,0.283277789,5100.0,10,0,1,0,2.0
0,0.089881158,62,0,0.49144168,5666.0,10,0,2,0,2.0
0,0.185218399,61,1,0.118395637,8800.0,16,0,0,0,0.0
0,0.222947866,36,0,0.36027814,2300.0,9,0,0,0,1.0
1,0.120186661,74,1,0.079684764,2283.0,3,2,0,0,1.0
0,0.557113605,51,0,0.493726474,6375.0,10,0,1,0,1.0
0,0.219939338,78,0,0.844500179,2790.0,17,0,3,0,1.0
0,0.057418626,75,1,0.341776371,6000.0,9,0,1,0,1.0
0,0.051830107,30,0,0.03016164,6000.0,10,0,0,0,2.0
0,0.886165753,50,0,0.058800848,5186.0,3,0,0,0,0.0
0,0.080116357,34,0,0.466048541,3666.0,5,0,1,0,0.0
0,0.0,51,0,0.217367895,13000.0,5,0,1,0,2.0
0,0.191583489,30,0,0.440166266,4570.0,5,0,1,0,1.0
1,0.9999999,43,0,0.069272446,2583.0,1,1,0,0,0.0
0,0.916053575,33,3,2113.0,,5,0,1,0,2.0
0,0.0479988,77,0,0.007124109,8000.0,2,0,0,0,0.0
0,0.078391107,31,0,0.101814365,6668.0,7,0,0,0,1.0
0,0.475514802,80,0,0.368771871,6000.0,9,0,2,0,0.0
0,0.610367636,24,0,0.107841498,5980.0,6,0,0,0,0.0
0,0.025347364,34,0,0.292905272,7568.0,8,0,1,0,3.0
0,0.21015625,38,0,344.0,,9,0,0,0,0.0
0,0.04745851,81,0,161.0,,10,0,1,0,0.0
0,0.865795039,37,0,923.0,,6,2,0,2,0.0
0,0.053739506,75,0,0.326034713,3744.0,13,0,2,0,0.0
0,0.061065038,45,0,0.185057262,5500.0,7,0,1,0,4.0
0,0.128564082,63,0,522.0,,4,0,0,0,0.0
0,0.425149701,30,0,0.396354014,3400.0,5,0,1,0,0.0
0,0.525802959,50,1,0.398631759,7600.0,18,0,2,0,2.0
0,0.082327774,65,0,0.192709754,11000.0,12,0,2,0,0.0
0,0.020635051,63,0,1147.0,0.0,13,0,1,0,0.0
0,0.096820275,47,0,4611.0,,10,0,5,0,0.0
0,0.133104766,54,0,1399.0,,11,0,1,0,0.0
0,0.059157634,48,0,0.547671268,7750.0,7,0,2,0,4.0
0,0.459832203,41,0,0.565231679,3042.0,8,0,1,0,1.0
0,0.096190458,56,0,503.0,,11,0,1,0,0.0
0,0.9999999,49,0,0.0,,0,0,0,0,
0,0.0,45,0,0.382065046,3166.0,7,0,1,0,3.0
0,0.024760108,74,0,0.234539298,5610.0,8,0,2,0,0.0
0,0.096316147,51,0,0.638120626,3000.0,6,0,1,0,0.0
0,0.161503339,63,0,0.206827596,7000.0,11,0,2,0,0.0
0,0.0,49,0,0.374805599,4500.0,10,0,1,0,2.0
0,0.9999999,43,0,1247.0,,1,0,0,0,0.0
0,0.050103906,57,0,0.491355968,4800.0,36,0,2,0,0.0
0,0.00289971,74,0,0.165394402,2750.0,3,0,0,0,0.0
0,0.062410967,64,0,0.254308337,6440.0,13,0,0,0,0.0
0,0.112057827,66,0,0.243962467,6500.0,9,0,2,0,0.0
0,0.041263916,62,0,0.058696469,10647.0,2,0,1,0,0.0
0,0.03967486,75,0,0.008995502,2000.0,3,0,0,0,0.0
0,0.054859447,53,0,0.515350363,12800.0,20,0,4,0,4.0
0,0.718624433,44,0,0.314875873,10311.0,12,0,1,0,0.0
0,0.037641417,67,1,0.299874003,16666.0,20,0,3,0,0.0
0,0.066090764,83,0,33.0,,2,0,0,0,
0,0.023919072,74,0,0.143101971,3500.0,12,0,0,0,0.0
0,0.022919013,62,0,0.165210713,10416.0,5,0,1,0,0.0
0,0.0,27,0,251.0,0.0,3,0,0,0,1.0
0,0.895863053,51,1,0.003086039,8100.0,2,0,0,0,0.0
0,0.008344644,61,0,0.600714833,7833.0,17,0,1,0,1.0
0,0.251499824,26,0,0.112816851,2800.0,6,0,0,0,0.0
0,0.530412129,47,0,1482.0,,9,0,0,0,0.0
0,0.031132464,56,0,0.173019357,5010.0,9,0,2,0,0.0
0,0.593946005,46,2,0.251019918,12500.0,9,1,2,1,1.0
0,0.147528416,40,0,0.041237113,3200.0,2,0,0,0,0.0
0,0.408204235,59,0,0.408770161,3967.0,11,0,1,0,0.0
0,0.218493518,41,0,0.323210114,7276.0,12,0,2,0,2.0
0,0.762538774,48,0,0.599581856,11000.0,14,0,2,0,2.0
0,0.228596906,73,0,0.344747533,6891.0,12,0,2,0,0.0
0,0.423551675,55,0,0.253439591,13300.0,16,0,1,0,1.0
0,0.962429935,63,0,0.290231241,6356.0,5,0,1,0,0.0
1,2.658585354,36,0,0.262861904,4800.0,5,0,0,0,2.0
0,0.093928704,55,0,0.073309921,6833.0,21,0,0,0,1.0
0,0.142795354,58,0,0.326753113,15500.0,13,0,3,0,0.0
0,0.553829079,42,0,0.178955261,4000.0,3,0,0,1,0.0
0,0.035716307,74,0,0.567937801,2700.0,10,0,1,0,0.0
0,0.207107988,74,0,0.636558372,2800.0,12,0,1,1,0.0
0,0.0,54,0,0.006205674,3383.0,6,0,0,0,2.0
0,0.350188783,54,0,0.493688289,8000.0,18,0,1,0,2.0
0,0.9999999,31,0,0.108396947,2619.0,5,0,0,0,1.0
0,0.303523548,39,0,0.381197056,7200.0,10,0,1,0,3.0
0,0.12451056,62,0,0.556481173,3000.0,8,0,2,0,1.0
0,0.967822296,55,0,3786.0,,10,0,1,0,0.0
1,0.984015984,32,0,0.104631789,3000.0,2,2,0,1,1.0
1,0.2131854,60,0,0.386271871,5200.0,12,0,1,0,2.0
0,0.201132761,65,0,0.248417722,7583.0,9,0,2,0,0.0
0,0.186490675,55,0,2348.0,,8,0,1,0,1.0
0,0.013268444,41,0,2667.0,,8,0,2,0,0.0
0,0.34124008,44,0,0.271891244,2500.0,6,0,0,0,0.0
0,0.066345136,26,0,0.129472822,3660.0,5,0,0,0,0.0
0,0.244422224,55,0,0.069077577,12000.0,5,0,1,0,2.0
0,0.134753137,55,0,0.270529059,16500.0,8,0,1,0,4.0
0,0.507073832,55,0,0.702832809,5400.0,24,0,2,0,1.0
0,0.601446618,44,0,0.677516159,4331.0,11,0,1,0,0.0
0,0.233230322,34,0,0.335641279,6065.0,7,0,2,0,1.0
1,1.916943522,59,2,0.085560469,5200.0,4,1,0,2,1.0
0,0.046887152,76,0,0.003523474,10500.0,8,0,0,0,0.0
0,0.008658554,34,0,0.014928749,4420.0,11,0,0,0,1.0
0,0.9999999,66,0,1994.0,,1,0,1,0,0.0
0,0.0,40,0,535.0,,3,0,0,0,0.0
0,0.9999999,51,1,0.300369004,4064.0,6,0,1,0,0.0
0,0.401629919,46,0,1208.0,,5,0,1,0,0.0
0,0.120750139,48,0,1724.0,,12,0,2,0,3.0
0,0.364958614,45,1,0.448282131,5500.0,9,0,2,0,0.0
1,0.651937559,49,2,0.569649123,11399.0,26,0,4,0,0.0
0,0.010342718,52,0,2874.0,,16,0,2,0,0.0
1,1.064389591,38,5,0.545038486,4806.0,11,0,2,0,0.0
1,0.82000786,30,3,0.345737295,3600.0,8,0,0,0,0.0
0,0.06081031,77,0,311.0,,15,0,0,0,0.0
1,0.168316252,54,0,0.008515643,70575.0,4,1,0,1,1.0
0,8.33e-05,86,0,0.187339681,23000.0,4,0,1,0,0.0
0,0.056751468,40,0,0.460266577,5926.0,13,0,1,0,1.0
0,0.079124123,44,0,0.120843958,20000.0,5,0,1,0,2.0
0,0.022907703,52,0,0.167152737,12000.0,7,0,1,0,3.0
0,0.96013289,27,0,0.147926037,2000.0,3,0,0,1,0.0
0,0.023285899,47,0,0.347519549,7800.0,7,0,1,0,0.0
0,0.097708432,41,0,0.316273675,50000.0,12,0,7,0,2.0
1,0.05957738,56,3,0.667954497,4658.0,16,0,3,0,0.0
0,0.910766154,40,0,0.290400817,7833.0,6,0,2,0,2.0
0,0.725706145,41,0,1787.0,,5,0,1,0,5.0
0,0.00987775,38,0,0.229978097,10500.0,10,0,1,0,1.0
0,0.388224988,49,0,3.009859742,7200.0,12,2,0,0,3.0
0,0.528398074,51,0,0.327931841,5985.0,11,0,2,0,3.0
0,0.074514939,38,0,2633.0,,4,0,1,0,0.0
0,0.00475981,59,0,0.053470919,8527.0,4,0,0,0,0.0
1,0.519153182,58,0,0.220229344,3400.0,9,0,0,0,0.0
0,0.12634994,57,0,0.014688094,5786.0,2,0,0,0,0.0
0,0.085201007,65,0,0.356352665,2982.0,11,0,2,0,0.0
0,0.17548021,51,0,0.272356971,5400.0,11,0,1,0,0.0
0,0.0,56,0,0.57313983,4340.0,8,0,1,0,0.0
0,0.421539943,27,2,0.163942308,6239.0,11,0,0,0,0.0
0,0.0,50,0,1135.0,,2,0,1,0,0.0
0,0.044153902,55,0,0.309119313,5120.0,8,0,1,0,2.0
0,0.00777755,48,0,1963.0,,6,0,2,0,0.0
0,0.217156569,50,0,0.12805107,5325.0,4,0,0,1,0.0
0,0.220965928,31,0,0.258776897,1765.0,6,0,0,0,0.0
0,0.084860194,38,1,0.452089037,8400.0,14,0,2,0,5.0
0,0.112565728,31,0,0.414058594,10000.0,15,0,2,0,0.0
0,0.813424203,57,0,3100.0,,9,0,1,0,0.0
0,0.108963679,25,0,0.081395349,515.0,2,0,0,0,0.0
0,0.059342781,40,0,0.016309562,3126.0,4,0,0,0,0.0
0,0.00739926,58,0,4496.0,,4,0,1,0,0.0
1,0.9999999,31,0,0.0,,0,0,0,0,0.0
0,0.003682973,95,0,14.0,,12,0,0,0,
0,0.135115831,65,0,0.228628562,6000.0,11,0,2,0,0.0
1,0.9999999,57,2,0.316170957,4000.0,4,0,0,2,1.0
0,0.195745763,54,0,0.30931543,8340.0,14,0,2,0,0.0
0,0.021332741,68,0,0.323922167,2620.0,11,0,0,0,0.0
0,0.013984279,60,0,0.375633375,8880.0,17,0,2,0,2.0
0,0.0,26,0,0.111185757,2976.0,2,0,0,0,0.0
0,0.067615583,68,0,0.309672582,4000.0,5,0,1,0,0.0
0,0.315179742,40,0,0.071100578,6750.0,15,0,0,0,0.0
0,0.701962903,44,0,0.221992416,2900.0,7,0,0,0,0.0
0,0.03446969,56,0,0.221986126,16000.0,18,0,2,0,1.0
0,0.033978436,57,0,0.008053319,3600.0,3,0,0,0,0.0
0,0.176996695,60,0,0.373982064,9700.0,28,0,3,0,0.0
0,0.121827411,25,0,0.019134775,1201.0,5,0,0,0,0.0
0,0.007898746,65,0,0.003332223,3000.0,7,0,0,0,0.0
0,0.933358016,54,1,4614.0,,6,1,1,1,0.0
0,0.280883272,25,0,0.180568572,3200.0,6,0,0,0,0.0
0,0.184575662,46,0,0.208986068,15000.0,6,0,1,0,2.0
0,0.128415262,64,0,0.628691516,9040.0,24,1,3,0,0.0
0,0.0,36,0,0.370418677,7666.0,4,0,1,0,2.0
0,0.99920032,32,2,0.852858074,4600.0,10,0,2,0,2.0
0,0.040956663,60,0,0.093681386,4098.0,9,0,0,0,2.0
0,0.073921779,48,0,0.164039993,5900.0,3,0,1,0,0.0
0,0.027279758,52,0,0.178905688,8333.0,13,0,0,0,0.0
0,0.433559587,51,0,0.259958333,23999.0,13,0,2,0,2.0
0,0.036392786,65,0,0.141607299,8000.0,33,0,1,0,0.0
0,0.0,38,0,0.014237722,6250.0,4,2,0,0,0.0
0,0.0,28,1,0.0,2914.0,1,0,0,0,0.0
0,0.42119757,91,0,0.149278015,4916.0,3,0,0,0,0.0
0,0.266084319,47,2,0.597281596,9122.0,13,0,2,0,1.0
0,0.034930896,48,0,62.0,,7,0,0,0,0.0
0,0.150983224,79,0,0.039276258,2265.0,3,0,0,0,0.0
0,0.0,86,0,0.052792321,4583.0,12,0,1,0,0.0
0,0.548088128,48,0,0.559258488,4800.0,9,0,1,0,0.0
0,0.084309833,72,0,0.167996132,4136.0,8,0,1,0,0.0
0,0.735132434,26,1,0.347525892,2606.0,4,0,0,1,4.0
0,0.152262124,51,0,0.748595372,10500.0,10,0,4,0,2.0
0,0.083367327,65,0,0.172823913,9500.0,8,0,1,0,0.0
0,0.039082983,93,0,0.187101612,2666.0,9,0,0,1,0.0
0,0.432810804,55,1,0.274928751,60000.0,11,0,4,0,0.0
0,0.372262774,55,2,0.288806432,4850.0,10,0,1,0,0.0
0,0.57327978,50,0,0.277907884,5123.0,11,0,0,0,0.0
0,0.019985873,46,0,9559.0,,10,0,2,0,0.0
0,0.165003434,44,0,0.464133967,4000.0,19,0,2,0,0.0
0,0.359220853,47,0,0.318995867,6532.0,15,0,1,0,2.0
0,0.001255785,42,0,0.185611186,8867.0,7,0,1,0,2.0
0,0.312358352,64,0,0.437234632,10833.0,8,0,1,0,0.0
1,0.387700439,62,1,0.501933076,7500.0,11,2,2,0,1.0
0,0.0,39,0,0.277168324,5833.0,7,0,2,0,0.0
0,0.9999999,31,0,0.08997001,3000.0,2,0,0,0,0.0
0,0.34707099,50,0,0.24522814,5500.0,6,0,1,0,0.0
0,0.757638204,54,0,0.258176892,5166.0,7,0,1,0,0.0
0,0.001073662,46,1,461.0,,6,0,0,0,0.0
0,0.047047648,64,0,2022.0,,2,0,1,0,0.0
0,0.592634596,57,0,0.459801265,3320.0,12,0,1,0,2.0
0,0.060727867,39,0,0.016637338,6250.0,12,0,0,0,0.0
0,0.631259134,39,0,0.273340433,2816.0,7,0,0,0,0.0
0,0.102897694,50,0,0.354568705,4300.0,7,0,1,0,2.0
0,0.000263649,81,0,4.0,,12,0,0,0,0.0
0,0.04423894,25,0,0.639464068,820.0,4,0,0,0,0.0
0,0.101977338,25,1,0.005498625,4000.0,3,0,0,0,0.0
1,0.9999999,36,0,0.012699788,60000.0,2,2,0,0,0.0
0,0.021690078,57,0,0.185242478,12928.0,14,0,1,0,0.0
0,0.9999999,36,0,0.171931228,2500.0,1,2,0,0,6.0
0,0.113772455,86,0,1.0,,2,0,0,0,0.0
0,0.907872808,30,1,0.061808817,6600.0,2,0,0,0,0.0
0,0.779789246,22,1,0.061384725,1400.0,3,0,0,0,0.0
0,0.193252991,44,0,0.220814932,12000.0,9,0,1,0,1.0
0,0.457669478,26,1,0.028647568,1500.0,3,0,0,0,0.0
0,0.663689087,63,0,0.537436125,4500.0,8,0,2,1,0.0
0,0.004380535,38,0,0.105884281,6100.0,6,0,0,0,0.0
0,0.9999999,40,0,516.0,,1,0,0,0,0.0
0,0.068297185,28,0,350.0,,4,0,0,0,0.0
0,0.544241593,47,1,0.423625255,5400.0,12,0,2,0,0.0
0,0.311812677,62,0,0.081396369,11400.0,6,0,1,0,2.0
0,0.025779974,64,0,0.201215154,8393.0,5,0,1,0,0.0
0,0.095995637,63,0,0.175955281,11985.0,8,0,1,0,1.0
0,0.064090336,57,0,3754.0,,8,0,1,0,0.0
0,0.243449572,35,0,0.534846515,10000.0,17,0,1,0,3.0
0,0.0189865,83,0,0.009256085,5833.0,10,0,0,0,0.0
0,0.881932133,45,0,0.269722112,7592.0,12,0,0,1,2.0
0,0.005900635,57,0,0.469911337,5300.0,10,0,2,0,1.0
0,0.310984308,54,0,0.480525575,2130.0,7,0,1,0,0.0
1,0.980464544,50,2,0.843156357,2052.0,7,0,1,0,2.0
0,0.005256993,65,0,0.001498352,3336.0,3,0,0,0,0.0
